,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
13,2호선,강남역,222,20220927,20221226,228,서울대입구역,211-R,성수역,223,교대역,0,0,SUN,07,40,"[4, 7, 6, 15, 19, 14, 16, 7, 7, 3]"
13,2호선,강남역,222,20220927,20221226,228,서울대입구역,211-R,성수역,223,교대역,0,0,SUN,07,50,"[4, 7, 7, 14, 18, 14, 17, 7, 8, 4]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,00,"[5, 7, 6, 16, 19, 14, 14, 8, 9, 3]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,10,"[6, 8, 7, 17, 17, 13, 13, 8, 9, 3]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,20,"[6, 8, 7, 17, 19, 13, 13, 8, 7, 4]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,30,"[5, 8, 6, 16, 18, 15, 14, 8, 7, 3]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,40,"[4, 7, 6, 15, 19, 14, 16, 7, 7, 3]"
14,2호선,강남역,222,20220927,20221226,234,신도림역,211,성수역,223,교대역,0,0,SUN,07,50,"[4, 7, 7, 14, 18, 14, 17, 7, 8, 4]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,00,"[5, 7, 5, 16, 18, 13, 15, 8, 9, 3]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,10,"[6, 8, 7, 17, 17, 13, 13, 8, 9, 3]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,20,"[6, 8, 7, 17, 19, 13, 13, 8, 7, 4]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,30,"[5, 8, 6, 16, 18, 15, 14, 8, 7, 3]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,40,"[4, 7, 6, 15, 19, 14, 16, 7, 7, 3]"
15,2호선,강남역,222,20220927,20221226,234,신도림역,211-R,성수역,223,교대역,0,0,SUN,07,50,"[4, 7, 7, 14, 18, 14, 17, 7, 8, 4]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,00,"[5, 7, 6, 16, 19, 14, 14, 8, 9, 3]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,10,"[6, 8, 7, 17, 17, 13, 13, 8, 9, 3]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,20,"[6, 8, 7, 17, 19, 13, 13, 8, 7, 4]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,30,"[5, 8, 6, 16, 18, 15, 14, 8, 7, 3]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,40,"[4, 7, 6, 15, 19, 14, 16, 7, 7, 3]"
16,2호선,강남역,222,20220927,20221226,239,홍대입구역,211,성수역,223,교대역,0,0,SUN,07,50,"[4, 7, 7, 14, 18, 14, 17, 7, 8, 4]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,00,"[5, 7, 6, 16, 19, 14, 14, 8, 9, 3]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,10,"[6, 8, 7, 17, 17, 13, 13, 8, 9, 3]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,20,"[6, 8, 7, 17, 19, 13, 13, 8, 7, 4]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,30,"[5, 8, 6, 16, 18, 15, 14, 8, 7, 3]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,40,"[4, 7, 6, 15, 19, 14, 16, 7, 7, 3]"
17,2호선,강남역,222,20220927,20221226,239,홍대입구역,211-R,성수역,223,교대역,0,0,SUN,07,50,"[4, 7, 7, 14, 18, 14, 17, 7, 8, 4]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,00,"[4, 6, 8, 15, 20, 14, 13, 9, 8, 5]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,10,"[4, 6, 9, 14, 19, 14, 13, 8, 7, 5]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,20,"[4, 6, 9, 14, 18, 15, 13, 8, 8, 5]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,30,"[4, 6, 9, 14, 19, 14, 13, 9, 8, 5]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,40,"[4, 6, 9, 14, 19, 15, 13, 9, 8, 4]"
0,2호선,강남역,222,20220927,20221226,202,을지로입구역,211,성수역,223,교대역,0,0,THU,16,50,"[4, 6, 8, 14, 20, 15, 13, 8, 8, 4]"
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,00,"[4, 6, 8, 15, 20, 14, 13, 9, 8, 5]"
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,10,"[4, 6, 9, 14, 19, 14, 13, 8, 7, 5]"
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,20,"[4, 6, 9, 14, 18, 15, 13, 8, 8, 5]"
