,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,10,"[10, 8, 13, 5, 12, 12, 17, 18]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,20,"[10, 7, 14, 8, 13, 17, 16, 19]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,30,"[10, 11, 9, 12, 13, 17, 19, 13]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,40,"[12, 12, 14, 12, 12, 14, 19, 9]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,50,"[7, 8, 10, 12, 14, 17, 18, 19]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,00,"[9, 11, 8, 7, 10, 13, 10, 19]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,10,"[13, 10, 17, 6, 15, 16, 21, 22]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,20,"[12, 8, 16, 9, 15, 19, 19, 22]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,30,"[12, 12, 10, 14, 15, 19, 22, 15]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,40,"[15, 15, 17, 15, 15, 17, 24, 11]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,MON,16,50,"[8, 9, 12, 14, 17, 19, 21, 21]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,00,"[54, 40, 39, 36, 22, 19, 22, 24]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,10,"[57, 48, 34, 36, 25, 24, 17, 23]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,20,"[56, 43, 30, 30, 25, 25, 30, 25]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,30,"[71, 48, 36, 39, 27, 30, 31, 30]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,40,"[72, 55, 43, 40, 33, 37, 35, 38]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,FRI,17,50,"[79, 70, 54, 51, 41, 35, 27, 34]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,00,"[57, 42, 42, 38, 23, 21, 23, 25]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,10,"[64, 54, 39, 40, 28, 27, 20, 25]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,20,"[63, 48, 33, 34, 28, 28, 33, 28]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,30,"[80, 54, 41, 44, 31, 34, 35, 34]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,40,"[74, 56, 44, 40, 33, 38, 36, 39]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,FRI,17,50,"[78, 68, 53, 50, 41, 34, 26, 33]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,00,"[7, 7, 9, 10, 9, 13, 14, 11]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,10,"[12, 3, 6, 9, 13, 18, 17, 18]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,20,"[9, 4, 10, 8, 14, 14, 16, 13]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,30,"[10, 9, 9, 7, 15, 18, 12, 15]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,40,"[8, 9, 7, 10, 17, 20, 13, 19]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,FRI,17,50,"[9, 9, 13, 9, 14, 15, 13, 14]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,00,"[10, 10, 14, 15, 14, 20, 21, 16]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,10,"[15, 4, 8, 11, 16, 22, 21, 23]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,20,"[11, 4, 12, 10, 17, 16, 19, 16]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,30,"[11, 10, 10, 8, 16, 20, 13, 16]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,40,"[8, 10, 8, 11, 19, 21, 14, 20]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,FRI,17,50,"[12, 11, 16, 11, 17, 19, 17, 18]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,SAT,06,30,"[11, 13, 2, 2, 4, 6, 4, 7]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,SAT,06,40,"[22, 9, 7, 9, 13, 7, 20, 9]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,SAT,06,50,"[20, 15, 13, 12, 10, 9, 9, 9]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,SAT,06,20,"[13, 3, 2, 5, 4, 3, 11, 6]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,SAT,06,30,"[24, 28, 4, 4, 8, 12, 8, 16]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,SAT,06,40,"[24, 10, 7, 10, 15, 7, 22, 10]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,SAT,06,50,"[20, 15, 13, 12, 10, 9, 9, 9]"
2,6호선,태릉입구역,645,20220930,20221229,613,독바위역,647,봉화산역,644,석계역,1,0,SAT,06,10,"[10, 8, 6, 6, 5, 4, 4, 4]"
2,6호선,태릉입구역,645,20220930,20221229,613,독바위역,647,봉화산역,644,석계역,1,0,SAT,06,20,"[26, 6, 4, 11, 9, 6, 21, 13]"
2,6호선,태릉입구역,645,20220930,20221229,613,독바위역,647,봉화산역,644,석계역,1,0,SAT,06,30,"[22, 26, 4, 4, 7, 11, 7, 15]"
2,6호선,태릉입구역,645,20220930,20221229,613,독바위역,647,봉화산역,644,석계역,1,0,SAT,06,40,"[22, 9, 7, 9, 13, 7, 20, 9]"
2,6호선,태릉입구역,645,20220930,20221229,613,독바위역,647,봉화산역,644,석계역,1,0,SAT,06,50,"[10, 8, 6, 6, 5, 4, 4, 4]"
3,6호선,태릉입구역,645,20220930,20221229,616,새절역,648,신내역,644,석계역,1,0,SAT,06,00,"[8, 6, 6, 6, 2, 10, 4, 12]"
3,6호선,태릉입구역,645,20220930,20221229,616,새절역,648,신내역,644,석계역,1,0,SAT,06,10,"[23, 18, 15, 14, 12, 10, 10, 10]"
3,6호선,태릉입구역,645,20220930,20221229,616,새절역,648,신내역,644,석계역,1,0,SAT,06,20,"[30, 7, 5, 12, 10, 7, 25, 15]"
3,6호선,태릉입구역,645,20220930,20221229,616,새절역,648,신내역,644,석계역,1,0,SAT,06,30,"[26, 30, 4, 4, 9, 13, 9, 17]"
3,6호선,태릉입구역,645,20220930,20221229,616,새절역,648,신내역,644,석계역,1,0,SAT,06,40,"[13, 5, 4, 5, 8, 4, 12, 5]"
4,6호선,태릉입구역,645,20220930,20221229,626,공덕역,648,신내역,644,석계역,1,0,SAT,06,00,"[13, 10, 10, 10, 3, 16, 7, 20]"
4,6호선,태릉입구역,645,20220930,20221229,626,공덕역,648,신내역,644,석계역,1,0,SAT,06,10,"[18, 14, 12, 11, 9, 8, 8, 8]"
4,6호선,태릉입구역,645,20220930,20221229,626,공덕역,648,신내역,644,석계역,1,0,SAT,06,20,"[11, 3, 2, 4, 4, 3, 9, 5]"
5,6호선,태릉입구역,645,20220930,20221229,631,한강진역,648,신내역,644,석계역,1,0,SAT,06,00,"[11, 8, 8, 8, 3, 13, 5, 16]"
5,6호선,태릉입구역,645,20220930,20221229,631,한강진역,648,신내역,644,석계역,1,0,SAT,06,10,"[7, 5, 4, 4, 3, 3, 3, 3]"
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,00,"[10, 2, 2, 1, 4, 8, 3, 9]"
