,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,10,"[8, 8, 13, 12, 15, 10, 10, 10, 8, 8]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,20,"[8, 8, 14, 11, 14, 9, 10, 10, 8, 8]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,30,"[8, 8, 13, 12, 16, 10, 10, 9, 7, 8]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,40,"[8, 9, 12, 12, 16, 10, 10, 9, 7, 8]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,50,"[8, 9, 13, 11, 14, 10, 11, 9, 7, 8]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
9,2호선,신림역,230,20221001,20221231,211,성수역,234,신도림역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
10,2호선,신림역,230,20221001,20221231,211,성수역,239,홍대입구역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
11,2호선,신림역,230,20221001,20221231,219,삼성역,211-R,성수역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
12,2호선,신림역,230,20221001,20221231,228,서울대입구역,211,성수역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
13,2호선,신림역,230,20221001,20221231,228,서울대입구역,211-R,성수역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,00,"[8, 8, 13, 11, 14, 10, 9, 10, 9, 8]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,10,"[8, 8, 13, 12, 15, 10, 10, 10, 8, 8]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,20,"[8, 8, 14, 11, 14, 9, 10, 10, 8, 8]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,30,"[8, 8, 13, 12, 16, 10, 10, 9, 7, 8]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,40,"[8, 9, 12, 12, 16, 10, 10, 9, 7, 8]"
14,2호선,신림역,230,20221001,20221231,234,신도림역,211,성수역,231,신대방역,0,0,MON,06,50,"[8, 9, 13, 11, 14, 10, 11, 9, 7, 8]"
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,00,"[7, 9, 14, 13, 14, 9, 8, 9, 10, 8]"
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,10,"[7, 9, 13, 12, 15, 8, 8, 9, 9, 8]"
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,20,"[8, 9, 14, 10, 14, 8, 9, 9, 10, 9]"
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,30,"[9, 9, 14, 12, 13, 8, 9, 10, 9, 8]"
